ind;time;mean_R_full;mean_G_full;mean_B_full;mean_H_full;mean_S_full;mean_V_full;mean_L_full;mean_a_full;mean_b_full;area;height;width;diameter
0025palmer_sem1_num13;35;49.27790491747881;59.987914763741685;31.95438051993527;28.841638860054235;84.79762577909472;59.829816734078435;59.80949845372224;120.77099731491778;139.41178569193437;1158824.0;1718.5;960.5;1214.662615659458
0027palmer_sem1_num14;35;55.37032632290844;66.35450307053371;33.344377024819345;26.816738511545445;89.9691856720217;66.66391562576499;66.6707958867568;120.3916419134753;141.1683136284569;1096492.0;1642.0;948.5;1181.5597154519035
0029palmer_sem1_num15;35;51.40756772500659;64.81508398156222;31.924629009855085;30.683070332811237;93.2952690968536;64.63131853973934;64.38503693181042;119.20631800921619;141.35582055890063;1200611.0;1693.0;982.0;1236.391883394616
0031palmer_sem1_num16;35;57.86577172848132;67.84979226548919;32.57185399914293;26.58414366921764;96.85740674324606;68.5667326860864;68.45885730224954;120.27469678214136;142.61471221595826;1208122.0;1731.5;963.5;1240.1913274098436
0033palmer_sem1_num17;35;46.37402899941283;56.40493769671101;30.84586305020305;29.35843971631932;83.84980555214997;56.273527590569714;55.94853927630442;121.10024689062469;138.77786359052232;1145220.0;1606.0;985.5;1207.531849545186
0035palmer_sem1_num18;35;45.998192429295166;53.398273324410546;31.95986267682275;28.386341137321462;75.69751387726376;53.47056175240041;53.21731881966678;122.35323449798588;137.34825775740893;1198691.0;1680.0;988.0;1235.4009503116106
0037palmer_sem1_num19;35;49.46164083960346;57.290289290862894;32.460621390702315;27.09540064392076;79.49134064235386;57.559597792131214;57.40910223167962;122.08693952743648;138.42627066282773;1111306.5;1690.0;925.0;1189.5206509318598
0039palmer_sem1_num20;35;53.73122806606258;62.40861910600475;32.027397068943685;25.93972954664813;90.7191148553944;63.214074274741726;62.87891319776679;121.38399795658306;140.50318835452106;1322486.0;1855.5;999.0;1297.6251887573019
0041palmer_sem1_num21;35;47.3232786854918;54.69495692107483;31.58728368431889;26.52200152263483;77.66390635997367;54.810343662126634;54.71558427029388;122.50628797124828;137.68082836204783;1280577.0;1764.0;1036.0;1276.9027762200528
0043palmer_sem1_num22;35;54.382594307714044;63.01126261879792;31.883353689641265;25.249979097981356;90.93060170226966;64.22853610345736;63.54914125732449;121.25005633797191;140.84412728320518;1265213.0;1785.5;1003.0;1269.1314780215312
0045palmer_sem1_num23;35;50.74101411572855;62.48923826238553;30.21715825398601;28.923148148607662;93.27430004498892;62.3469335213307;62.16433725780589;120.1010389818349;141.0429015985759;1313460.5;1793.5;1015.0;1293.192332636384
0047palmer_sem1_num24;35;46.577574638834;54.492521150464675;30.227820458336293;27.03010518923532;83.81412477205235;55.23798755965665;54.36420979460722;122.09254981271644;138.26544068446884;1396746.5;1879.0;1056.0;1333.5639304105807
0049palmer_sem1_num25;35;55.46114536044297;67.533887067486;31.607923733155587;28.16892393381075;97.27663761361715;67.83605956618216;67.68876031945207;119.77909218857988;142.28995399279415;1448282.0;1936.5;1039.5;1357.943264743781
0051palmer_sem1_num26;35;45.64846031038965;51.588758710313044;30.74776384299717;26.15664898902524;75.62091760643985;52.232099230247144;51.463301440083725;123.28329226722906;136.88545346183886;1400815.0;1887.5;1052.5;1335.504281786375
0053palmer_sem1_num27;35;58.53270081459612;64.09653875405525;34.061446982863075;22.539210435024025;88.51439798045345;67.81613679847078;65.64125996328133;122.7286310870257;140.3824673791752;1194233.0;1738.0;969.0;1233.094462706189
0055palmer_sem1_num28;35;59.92236052415212;67.63452429456704;33.70032657437277;24.78908649501775;92.3131288085054;69.56737465211663;68.90718550625263;121.50130861917013;141.65913213796702;1118494.5;1681.0;958.5;1193.3611277508212
0057palmer_sem1_num29;35;48.86141172923001;60.946721089014034;31.10822242327186;30.16941266992132;90.17650611861772;60.78125980603565;60.4573370189048;120.1345815915786;140.10318769721852;1346671.0;1875.5;1002.5;1309.4406298234067
0059palmer_sem1_num30;35;47.77945039782129;53.55146247812668;31.42102505101296;25.307668699872146;78.40380657656485;54.82032374706705;53.79750202331736;123.21408994940256;137.3088160163153;1251155.0;1789.0;1011.5;1262.1469127716655
0061palmer_sem1_num31;35;45.68001475461729;57.699896805884286;31.693719908378785;30.77679393463769;82.11045029194676;57.56205672264719;56.977554116833744;120.70110667493687;138.29317584860837;1403799.5;1863.0;1071.0;1336.925337569182
0063palmer_sem1_num32;35;47.45531781665789;56.79156971881256;31.04800734016708;27.818879649095702;82.0271452030144;56.90219446109335;56.43588156466514;121.57484342266724;138.57968669646834;1314637.5;1851.0;1002.5;1293.7701190485452
0065palmer_sem1_num33;35;54.964172230245715;61.69083751472708;31.233069223291487;25.096136997843303;91.86961803207016;62.62249300351893;62.321916571088856;122.13840667051613;140.64607527139805;1365814.5;1836.0;1036.0;1318.7126522512967
0067palmer_sem1_num34;35;51.86211500630181;62.93061711534543;31.938851286935982;28.0380082847856;88.56723267734861;63.27872157831085;62.92959697790858;120.5876374838185;140.40139281826583;1210517.5;1764.5;965.5;1241.4822541588444
0069palmer_sem1_num35;35;48.173194516133;57.96583096720045;31.366726211808075;28.81796338326444;82.73131256992649;57.82837818073685;57.62134921579925;121.26495598926157;138.91881341548253;1342605.0;1859.5;1020.0;1307.4615146761635
0071palmer_sem1_num36;35;49.25159009097693;64.41940274724757;30.476737322808727;30.64563274632441;93.8107357675934;64.25369097146903;63.583502636059094;118.89494293051152;141.15290510444072;1420846.5;1951.0;1033.0;1345.0038845815782
0073palmer_sem1_num37;35;50.63089174798956;57.516851325066966;30.6492944406424;24.518977622959017;87.88907285441931;59.59742570923671;57.89905168652064;122.35870541465023;139.26043639837934;1266715.5;1788.0;1005.5;1269.9619198576559
0075palmer_sem1_num38;35;52.055346749621755;64.20352468279135;30.639932798782077;27.978062173088823;92.05545256522687;64.14911388480161;63.94180872295498;120.00560607782863;141.15525514586272;1252496.0;1794.5;1015.0;1262.8250652062038
0077palmer_sem1_num39;35;53.38605856054661;58.4728277862887;31.92225997889825;23.84999729391217;85.09565821022397;60.312943893997314;59.43891715494072;123.16445871848923;138.96474903798938;1202588.5;1764.0;992.0;1237.4098014558415
0079palmer_sem1_num40;35;49.120284612347575;59.03486897629386;31.29724992334893;27.78012780884265;83.23479202514477;58.849498881960194;58.820344912923936;121.27700368600685;139.15776795473897;1108420.5;1728.5;920.5;1187.9748370999425
0081palmer_sem1_num41;35;48.85037646285093;57.65409128863014;32.711080378746864;28.97168357820963;84.78361358656764;57.71330447877431;57.70624069805726;121.56428068299444;138.6991354034854;1188538.5;1707.5;955.0;1230.160226099435
0083palmer_sem1_num42;35;55.052594736364355;65.29066704026812;31.845958360088712;26.721780866385394;94.92806356193321;65.86603286316247;65.66578714289398;120.51152363166328;141.63975492683412;1234324.5;1741.0;998.0;1253.6282918608024
0085palmer_sem1_num43;35;48.34066900172093;60.17262956502661;30.78901183656411;30.23716057250217;88.2848265537643;60.018745611120565;59.64222272741182;120.36940608141241;139.83711921216596;1244153.5;1714.0;1010.0;1258.5973624473427
0087palmer_sem1_num44;35;49.30256943055791;60.47127381638043;29.88429847909075;27.60315382680113;91.95217097904148;60.92931576113725;60.300172763709355;120.5200110228387;140.27729617336308;1483449.5;2010.0;1061.5;1374.3192027932184
0089palmer_sem1_num45;35;58.44043292428295;71.34867242627556;31.574601691292443;27.81590568785745;102.29883632609398;71.42374715607549;71.65173144000997;119.0663242352846;143.77257148353664;1181681.5;1679.0;984.5;1226.6064839941234
0091palmer_sem1_num46;35;49.93754639358837;59.661417643454115;31.325696542662698;27.268924915206732;86.52021610558211;60.17783019785945;59.59966363519671;121.23329014171179;139.49953970148806;1140667.5;1729.0;944.5;1205.131691291357
0093palmer_sem1_num47;35;42.914055634137625;53.9414725349438;29.80143285612394;30.923152259069084;81.62624934336078;53.794297352778045;52.99449621197525;121.03273998878471;137.9017287841197;1388010.0;1846.0;1059.0;1329.3866843230994
0095palmer_sem1_num48;35;54.06237868155545;64.20887721915412;31.957460186254917;26.80594734035829;88.86173597889109;64.41775939181852;64.37834846883871;120.77610138876136;140.89684640126887;1193325.5;1751.5;982.0;1232.6335925622445
0097palmer_sem1_num49;35;49.194797680714856;53.69250504511543;30.09111075551666;24.944869816802125;86.86779796230074;55.2946579316033;54.14812849939826;123.33278484716371;138.40784906851928;1481850.5;1913.0;1086.0;1373.587931256563
0099palmer_sem1_num50;35;53.97457675834198;62.733507277650006;31.735129561743804;27.597464150697277;92.83085680776823;62.81734452752281;63.122960685187856;121.06084512389887;141.07426938303578;1447828.5;1925.0;1029.0;1357.730547357032
0101palmer_sem1_num51;35;48.14339549748746;57.21214250075364;31.366662785671572;27.49268442998341;77.45776938632802;57.00823849658067;56.91397746488562;121.98943548596505;138.02842644828118;1460770.5;2044.0;1050.0;1363.7854541043678
0103palmer_sem1_num52;35;50.9893799162663;59.69655124995705;31.27454253603836;26.25716002984486;88.37384809606142;60.45337125551773;59.85674983756114;121.6757338341136;139.61784151409896;1308023.5;1909.5;968.0;1290.511079995194
0105palmer_sem1_num53;35;46.136940277451146;53.89028470172984;32.367502166515486;29.130517155870706;77.90754348798998;53.80186921909292;53.8532794356767;122.26905146551373;137.28627124142344;1276913.0;1806.5;986.5;1275.074907795942
0107palmer_sem1_num54;35;49.34297821891531;63.04922225723054;32.436557758041914;30.818736677739683;88.41932617415918;62.886053617319526;62.62373534455455;119.54341885172084;140.22044115284442;1394128.5;1840.5;1051.5;1332.3106790671845
0109palmer_sem1_num55;35;51.06258473401736;56.83833254768586;30.859289523317127;27.397287103216602;85.1334824396795;56.77059259784825;57.25031955529466;122.55764204396692;139.42055104395658;1517024.5;1812.0;1127.0;1389.787490934147
0111palmer_sem1_num56;35;57.85028249556514;70.28680638606923;33.397306546370004;28.912109302890936;98.30399173665992;70.1502795858909;70.58540082910297;119.19216882163548;143.08196278982894;1209639.0;1710.0;974.5;1241.0318375296024
0113palmer_sem1_num57;35;48.95750586958268;58.9001000038115;30.95863633441993;28.77466372172174;87.6135322922434;58.91453597193265;58.56890054635067;120.900719405864;139.79539523058537;1371903.5;1769.5;1060.5;1321.6508642301606
0115palmer_sem1_num58;35;50.85612887079906;58.60341399514076;31.62248627136939;25.181191998286963;83.19464030760784;59.6293496548066;58.755288827381726;122.30278484924021;138.98792736230007;1180854.5;1724.5;958.0;1226.1650643211149
0117palmer_sem1_num59;35;50.17568578133789;59.18628272982816;31.043941748799785;27.86768241536085;87.57159502014844;59.071375511865156;59.22810967676229;121.40024996079315;139.58365448297843;1437879.5;1855.5;1094.0;1353.0556192944905
0119palmer_sem1_num60;35;44.20595509212387;54.76902368798709;30.78443608912241;29.825052553835764;78.85881053330894;54.578573163911884;54.00250496663163;121.41912860265872;137.56986683722081;1324908.5;1889.0;1010.5;1298.8171138286011
0121palmer_sem2_num1;50;53.07793275775146;63.26958928875679;31.838043010805396;27.068993380000965;89.90533674618965;64.07269742067174;63.70459888186542;120.83476000894292;140.54374778365224;2118512.5;2427.5;1255.0;1642.358997770904
0123palmer_sem2_num2;50;51.65679998260149;64.75843590557984;29.98681906328108;28.531725149978513;94.33847976020132;65.02392155057993;64.38067127985242;119.70412936975538;141.4552143211551;2355584.5;2350.0;1403.5;1731.809663993643
0125palmer_sem2_num3;50;49.681556897077655;61.36808621223608;31.135633544464806;28.585001774464125;89.97225104950388;61.57693321199522;61.24551511618335;120.44012462656107;140.17418164324806;2493636.0;2595.0;1332.0;1781.8444886851835
0127palmer_sem2_num4;50;47.553926223674075;62.397003922555506;30.647907848680447;30.83282474621133;93.12025017690245;62.30229938596682;61.72741422881131;119.1637503662836;140.3994491080826;2181949.0;2406.5;1296.0;1666.7608241629391
0129palmer_sem2_num5;50;48.224193113156225;59.22168250409403;28.72233515388616;28.581386011666087;96.19183551218748;59.42637673504308;58.902268944980705;120.4613160932106;140.52902738537173;2660071.5;2528.5;1451.0;1840.3492303910648
0131palmer_sem2_num6;50;48.44522547141842;61.183598801600645;30.2152916172993;29.60564622477141;92.06207228144504;61.119698795024064;60.673751604725076;119.91420116889074;140.2633940633899;2339361.0;2534.5;1323.0;1725.8469341512478
0133palmer_sem2_num7;50;55.340977852339925;68.09500463033214;33.124498366670196;28.828471452629824;92.33373345437886;68.14777598564805;68.27553598892224;119.45922929683294;141.9813781274697;2446020.0;2463.5;1384.0;1764.7515915112756
0135palmer_sem2_num8;50;52.262268349591686;70.24708284464461;29.880004452946682;31.042888455909925;105.60604040918908;70.14607187825189;69.60653775745007;117.25360068016128;143.664019545227;2437415.5;2471.0;1382.0;1761.5981820552395
0137palmer_sem2_num9;50;49.93204918386465;59.13072386746726;32.346803690245544;29.16049152698273;87.33393527840893;59.16672932237735;59.331561137394374;121.1420592055286;139.475722294451;2469330.0;2443.5;1375.0;1773.1155663724026
0139palmer_sem2_num10;50;50.06436854252017;62.23962262300582;30.601340630210423;29.67423382282461;94.37742506212713;62.24327186696121;61.882336711838796;119.97961022396083;140.8259924414714;2319920.0;2350.5;1348.5;1718.6651220456645
0141palmer_sem2_num11;50;50.63429656614645;58.178990664905825;32.02515545956778;26.366912937139748;85.17093626326519;59.24065401607376;58.66121292833153;121.96349298275524;139.19769648472678;2605406.0;2483.0;1446.0;1821.345015668936
0143palmer_sem2_num12;50;48.291931967973795;54.74316358426208;31.81326477337448;26.39349128121845;82.01017420927818;55.71342764358779;55.15733171381208;122.81135038558078;137.82473536993496;2380547.0;2482.0;1338.5;1740.9541423484945
0145palmer_sem2_num13;50;46.87591604383378;51.585526039372425;28.941480886299328;24.804521337808808;86.14704190130125;53.51148554709295;51.72698828392761;123.31817082542852;137.98901693650197;2464650.0;2494.0;1382.5;1771.4651506971259
0147palmer_sem2_num14;50;51.344468073413275;63.78759491731464;32.14500628180355;29.80624741529829;90.38726121421342;63.81640660044857;63.651800571487506;119.81037050553007;140.79715092946702;2735248.5;2525.0;1506.0;1866.1796165886108
0149palmer_sem2_num15;50;49.57080940048994;60.763750391899535;31.144293749598088;29.56712166890088;89.67545442391119;60.72501465865362;60.48981639528316;120.59024444401942;139.77198801532614;2515026.5;2485.0;1426.5;1789.4778367175816
0151palmer_sem2_num16;50;48.297051876350785;65.07707040381553;31.406104876768588;30.86339301002868;93.1502268207273;64.94516035140501;64.26601382350479;118.58499793539758;140.66790817073684;2251728.0;2418.5;1363.0;1693.2185650777014
0153palmer_sem2_num17;50;48.68910709160684;61.88709596013749;30.293796815329532;30.900790089300052;96.9768282357436;61.80771771089158;61.39238945595165;119.319560434547;141.06749630406216;2458382.5;2407.0;1397.0;1769.2116358050284
0155palmer_sem2_num18;50;48.78862014705749;59.73164317664251;28.439629080289674;29.71756153025112;102.969051413409;59.82921602976181;59.52053617642291;120.12092066901958;141.3229617721464;2683990.5;2416.0;1495.0;1848.5998146218164
0157palmer_sem2_num19;50;50.862937000051105;57.51391676397034;31.32455744097085;26.099531083921107;85.02278025446783;58.36730885347958;58.025854756861236;122.5111567145808;139.01271105918886;2577331.5;2417.0;1465.0;1811.4977540744683
0159palmer_sem2_num20;50;49.73636045415202;61.29343768399771;31.038068073277632;29.052885025375513;91.10201642364134;61.51333062090258;61.21549575017984;120.31459879108671;140.23258172038325;2428163.0;2449.0;1404.0;1758.3032449083112
0161palmer_sem2_num21;50;48.29045299502906;55.17934190303847;31.70623925862247;27.676103819799124;82.92373584304394;55.384625099530545;55.49272554496031;122.41564471578354;138.17230078850892;2435587.0;2363.5;1430.5;1760.965044987424
0163palmer_sem2_num22;50;41.461260303627945;51.327671258500224;29.93862810773848;31.4654265462979;79.45956967016431;51.25587671704972;50.41119065920106;121.53572081504757;137.06503174733285;2829958.5;2636.0;1483.5;1898.206887207678
0165palmer_sem2_num23;50;47.5443386052312;55.60225737484903;30.15885724293773;27.554012318784785;85.44504879929526;56.05962601815671;55.648749826156674;122.08698684427802;138.63329791891476;2654879.5;2412.0;1520.5;1838.5535902191903
0167palmer_sem2_num24;50;49.380309764838564;56.2049234679195;29.973354987664642;27.31870672535326;92.51135784401696;57.4070419804091;56.4749496610078;122.02376505616287;139.65646037057826;2668005.5;2449.0;1462.5;1843.0979031157744
0169palmer_sem2_num25;50;48.44204560237816;53.90060645659692;30.009434273966345;25.815938535670142;89.07126899282301;55.45578294688215;54.364573231264885;122.99059665210713;138.50077652978143;2603150.5;2576.0;1403.0;1820.5570665107266
0171palmer_sem2_num26;50;51.07854850446425;65.40986017015115;30.45070927609942;31.390471311122646;100.4079702539622;65.32002373892038;65.02445891450793;118.71947213644295;142.2049463796134;2544950.5;2394.5;1444.0;1800.0829250860525
0173palmer_sem2_num27;50;53.75276005704782;60.45280514798468;32.579139470299786;25.638450977462725;87.6140617138919;62.31948440436353;61.562358332331236;122.18945074261576;139.6729873654732;2366498.5;2437.0;1380.0;1735.778203887495
0175palmer_sem2_num28;50;46.1137070943531;55.86867468167942;30.250451145025195;28.114894976402105;84.08646968466789;56.03774052564785;55.482141448797776;121.45402749638859;138.45689692910372;2362308.5;2453.0;1373.5;1734.2965443221874
0177palmer_sem2_num29;50;46.62627995603586;55.47802392512769;32.659068168983325;29.844895564711145;79.23742887142151;55.3829088090936;55.36584380173552;121.79203693562029;137.676774097772;2414630.5;2443.0;1375.0;1753.3962447640301
0179palmer_sem2_num30;50;50.64024583870823;63.07648130776183;30.99706949487923;28.653321246913514;91.125024757421;63.099434889109155;62.99107539700498;120.15467128199482;140.47014066552998;2528982.0;2538.5;1435.5;1794.4138448433555
0181palmer_sem2_num31;50;50.90866891474808;68.16013710408083;30.604123497471303;31.452849410253638;98.30589090550684;68.05733256544353;67.46939606376425;117.9048440640016;142.34988218607995;2677289.5;2638.0;1431.0;1846.2980755498693
0183palmer_sem2_num32;50;50.91433926422552;68.27965100579056;29.950130317421927;31.540004573124506;102.48597308252971;68.15556586316634;67.45489254215862;117.64832171404035;142.91956461543418;2614343.5;2366.5;1537.5;1824.4681176431372
0185palmer_sem2_num33;50;49.62366163235198;61.607118824346415;31.24499181793128;28.875928560351426;91.11069405477238;61.74162312059409;61.54611503453073;120.17027094582798;140.27354805304498;2630427.0;2397.0;1539.0;1830.0041203111602
0187palmer_sem2_num34;50;46.780767717475975;60.3763129792322;29.82394218724378;31.672277015856906;94.21411447783329;60.29447494983266;59.685517173015725;119.4755419601737;140.36408833314596;2551655.0;2494.5;1404.5;1802.461006576049
0189palmer_sem2_num35;50;47.531766629651024;60.5351004553109;31.00171812657718;30.918558608855022;88.57919587341104;60.536076622849805;59.98900217461156;119.8092917051047;139.93815434961755;3015070.0;2581.0;1614.5;1959.3123928392486
0191palmer_sem2_num36;50;45.4219085808306;58.455005971246045;30.458741125057998;32.11022356512878;90.54616588164808;58.421405126848796;57.76670904433414;119.83718214267486;139.56777743490775;2668962.0;2515.5;1441.0;1843.4275876500933
0193palmer_sem2_num37;50;50.326336999024896;60.192817009244926;31.172350270097986;27.417786728731485;86.2655214451103;60.60208048994723;60.214064700598875;121.21164586954828;139.7396567645317;2574614.0;2417.0;1471.0;1810.5270068658124
0195palmer_sem2_num38;50;56.72420955509125;69.41877845512015;33.99754249750214;28.610388575358314;92.86656838810393;69.7484465437637;69.8446681419333;119.4341129935032;142.0859775911629;2275177.5;2471.0;1300.0;1702.0117121799576
0197palmer_sem2_num39;50;49.93886804637759;62.011822812603036;30.188942523702888;29.47868515418981;94.52310446455677;61.9981129187676;61.712666877429434;119.88733706989099;141.00460903425972;2666556.0;2681.0;1379.5;1842.5869804969286
0199palmer_sem2_num40;50;48.01984679966303;55.688158234411524;31.71816382486811;27.447293545275784;80.4944003392762;55.90582640091975;55.85888267092832;122.31882023734173;138.03996751411196;2515505.0;2533.0;1387.5;1789.6453373620095
0201palmer_sem2_num41;50;55.33446457315858;63.02874525246089;33.57465499140536;26.22302720330923;87.78217629421543;65.06664771250632;64.12536016460382;121.58519994756963;140.42254602899484;2945967.5;2659.0;1534.0;1936.7261954930468
0203palmer_sem2_num42;50;45.119464572046915;57.71457290202855;30.408835262211;31.40947542535468;84.75830345710223;57.66664553336653;56.897518233258374;120.1977012217938;139.00949263159146;2571334.5;2474.5;1463.5;1809.3781917949536
0205palmer_sem2_num43;50;52.09197239649557;58.46783158372733;33.80453134739933;26.07208066566039;78.84931640651033;59.459153876240464;59.44023977682208;122.7975778582644;138.2746293965402;2963354.5;2736.0;1523.0;1942.430461094036
0207palmer_sem2_num44;50;50.38605354377327;65.83614804936595;31.402400423513733;31.65474458127277;97.1812187311656;65.71999221147504;65.28991262844029;118.59562929317886;141.56713456382775;2574231.0;2480.0;1438.0;1810.4153874947488
0209palmer_sem2_num45;50;53.90729979390271;68.69356286010023;31.81971687063837;30.813343524000782;98.73500767002052;68.66441886802613;68.46849657389541;118.47693793591615;142.72909622113204;2587905.0;2562.0;1399.0;1815.2179541977594
0211palmer_sem2_num46;50;49.848568197467316;54.44771185900194;32.82991992428287;24.39324563483264;74.7417337194812;56.1892665643344;55.34714958892126;123.82809735235864;137.17971237939992;2998854.0;2665.5;1570.0;1954.0351272433304
0213palmer_sem2_num47;50;48.600905457944755;56.17822343978825;32.64566467721068;26.804324169405817;78.23051871391668;57.4964096540134;56.62624908313357;122.5503681801832;137.81680542650793;3022306.0;2716.5;1534.0;1961.654291358213
0215palmer_sem2_num48;50;45.76479779374604;59.99609159895813;30.217574045647012;31.703734377165066;91.75327795560824;59.903558809741895;59.21266717807131;119.29147364606796;140.04477128298487;2462124.0;2479.0;1375.0;1770.5573862690603
0217palmer_sem2_num49;50;49.0292269013877;59.020173069033184;29.20597708188827;28.869968883433128;96.60038130056671;59.481063336534405;58.93268802975909;120.72109684671229;140.55678477090999;2905414.0;2570.5;1547.5;1923.34529523372
0219palmer_sem2_num50;50;47.51243404115622;51.780227395485674;32.281887435479376;27.336791870012714;74.49177854304764;52.32612028450542;52.33565498472697;123.77919301112844;136.7207145175073;2500168.5;2475.0;1392.5;1784.179264158723
0221palmer_sem2_num51;50;52.1095645393015;58.99080646021154;31.27110450443137;26.713865178034162;91.20384638305096;60.612540840003604;59.7682180352225;121.9805268502222;140.00754865777307;2629858.0;2564.5;1407.5;1829.8649965531115
0223palmer_sem2_num52;50;52.137841112691916;66.8322113538624;33.48487061567975;31.93515750790034;94.08136932723656;66.75344336152739;66.75719843451137;118.5524486114538;141.7460914620967;2412366.0;2318.0;1399.5;1752.572349232987
0225palmer_sem2_num53;50;46.389032414849204;60.121966205511605;30.75292096220512;31.66575691266989;88.88745777215681;60.01456191100189;59.402961632511705;119.68341700240572;139.6911748030703;2462775.0;2416.5;1404.5;1770.7901858578464
0227palmer_sem2_num54;50;55.54315718961237;73.42060506980886;32.662373280648126;30.667464176652516;98.09767874844059;73.3129181233885;72.99333093166081;117.5738757760213;143.21400013561896;2591165.0;2493.5;1491.5;1816.3627724524165
0229palmer_sem2_num55;50;50.499930331731825;64.58523585119947;31.108113483663324;30.63961310472014;93.61984917092589;64.52537605530448;64.20428801791712;119.20634967518299;141.16274377746026;2702405.0;2639.0;1436.5;1854.9414906014224
0231palmer_sem2_num56;50;47.449858367464564;59.70499480646975;30.442769050333858;31.46409352850684;92.31341002771515;59.6256903399181;59.2246978834214;119.79147464531631;140.24746583616616;2745973.5;2481.5;1501.5;1869.834021980936
0233palmer_sem2_num57;50;51.898768159879296;61.1787420968449;30.495634501886663;26.125726857568125;89.27578649818706;61.748750103742246;61.534857225350116;121.34394094238894;140.0915931363279;3000915.5;2683.0;1635.5;1954.6772655912048
0235palmer_sem2_num58;50;49.329123928993035;60.91435907801397;31.17748925998561;29.551652692506607;86.0776081472381;60.88632170752243;60.440626066741714;120.57688218119313;139.73702488646182;2602700.5;2506.5;1437.0;1820.393199361417
0237palmer_sem2_num59;50;44.96790825579461;58.08364694133746;29.688468682029637;31.511639506501023;91.4753211104901;58.027258506858644;57.19904997447682;119.95142633837564;139.41615982710636;2753266.5;2470.5;1553.0;1872.3104753075518
0239palmer_sem2_num60;50;56.63194814341471;71.90065771130233;31.36296824897184;29.290227630790238;103.32715540903351;71.88497582236648;71.88771000739422;118.14191922258092;143.84984096205102;2874426.5;2596.5;1563.0;1913.066413962214
0241palmer_sem3_num1;65;52.94632663845086;65.8778580921641;29.32833297724884;29.74126233884575;107.47303672671845;66.36936990353415;65.92141926725901;118.83290870850857;143.50678465779941;3626953.0;2924.0;1630.5;2148.9344761725347
0243palmer_sem3_num2;65;42.51993109891276;53.94570709127054;29.350026322878442;30.421798136851834;81.92266969832501;53.90768864568568;53.07366073421613;121.00785241923506;137.83368546680757;3323892.0;2958.5;1612.5;2057.20819675798
0245palmer_sem3_num3;65;44.07751306215096;58.663656987368356;30.295318775321068;32.467834207672325;87.58055375715246;58.58556800518292;57.667696663672025;119.49688290190515;139.1816210694555;3366100.5;2915.5;1629.0;2070.2282324248727
0247palmer_sem3_num4;65;49.73340176083167;63.37059550342314;32.641248811252574;33.041488943604016;91.68487927535023;63.322284399708785;63.11206781018397;119.17530183198065;140.74609191045764;3719341.5;2886.5;1719.0;2176.145628560063
