ind;sst;mean_R_full;mean_G_full;mean_B_full
0237palmer_sem2_num59;4.5;44.96790825579461;58.08364694133746;29.688468682029637
0239palmer_sem2_num60;4.5;56.63194814341471;71.90065771130233;31.36296824897184
0241palmer_sem3_num1;5.4;52.94632663845086;65.8778580921641;29.32833297724884
0243palmer_sem3_num2;5.1;42.51993109891276;53.94570709127054;29.350026322878442
0245palmer_sem3_num3;6.0;44.07751306215096;58.663656987368356;30.295318775321068
0247palmer_sem3_num4;5.6;49.73340176083167;63.37059550342314;32.641248811252574
0249palmer_sem3_num5;6.0;49.7261275248416;54.01072231543926;33.09399488360449
0251palmer_sem3_num6;5.0;45.40650322238531;54.72265289974368;31.31619744089157
0253palmer_sem3_num7;6.2;45.77714129652802;49.0555436076291;33.04095653299601
0255palmer_sem3_num8;4.6;46.07740320279835;56.74292592301586;31.283281084406845
0257palmer_sem3_num9;5.8;48.88726227060636;56.81575847023775;29.012308597805532
0259palmer_sem3_num10;5.2;46.31806513082868;56.061329817181985;30.25367479072972
0261palmer_sem3_num11;6.0;49.474994019588735;59.07375221719431;32.786175148619044
0263palmer_sem3_num12;4.7;42.86363978108261;52.59340643565477;32.02167208419717
0265palmer_sem3_num13;5.2;44.4771788848832;54.326212417032174;31.731192372393732
0267palmer_sem3_num14;5.1;46.46486356733337;59.51883013182625;32.02717070099451
0269palmer_sem3_num15;6.0;43.573175752375015;51.54153436951636;33.783658781145505
0271palmer_sem3_num16;4.5;48.52370597686361;60.966527888871184;31.028581024332446
0273palmer_sem3_num17;6.3;46.19469289541938;57.229696135953205;30.770907053714705
0275palmer_sem3_num18;4.5;52.27429884859705;59.1914889462364;32.18228519782108
0277palmer_sem3_num19;6.2;41.18629716376968;54.736696567866886;30.563136339089198
0279palmer_sem3_num20;4.4;44.77435992732895;56.17728400595289;32.3354305772216
0281palmer_sem3_num21;5.1;47.241649576520025;52.82612847462387;31.86769117243052
0283palmer_sem3_num22;4.4;50.7132867250094;55.677513998898746;33.58033885479486
0285palmer_sem3_num23;6.4;49.75369937403423;62.22079690419921;31.907584145353212
0287palmer_sem3_num24;4.5;47.61095453835002;62.54747434931803;30.20625704517835
0289palmer_sem3_num25;5.8;49.840796839939564;58.0336780117397;31.767502796469532
0291palmer_sem3_num26;4.3;43.156366637355156;50.51604248496624;29.432384087568998
0293palmer_sem3_num27;5.9;49.850495331576006;62.31024459127363;31.48941291789059
0295palmer_sem3_num28;4.4;47.039379618531115;63.77697504658421;28.52589771357789
0297palmer_sem3_num29;5.6;48.71710476678524;55.14149161668071;32.55206354527525
0299palmer_sem3_num30;4.4;41.701851785238816;50.31119247408633;31.54959551547325
0301palmer_sem3_num31;5.8;48.925209097738744;63.772137919657666;32.34306117641745
0303palmer_sem3_num32;4.0;42.33499005780719;54.337615145202754;31.40688903015061
0305palmer_sem3_num33;5.8;53.60925137703715;56.64766955743607;34.725530438171816
0307palmer_sem3_num34;4.8;51.40874588708864;61.03759978689077;31.82262783629281
0309palmer_sem3_num35;6.0;43.453871072244475;55.882962272262105;31.002701416688648
0311palmer_sem3_num36;5.0;52.990857644801046;58.63877146137627;32.90616845151598
0313palmer_sem3_num37;5.4;48.59913477576941;61.573313441247976;31.45286303131316
0315palmer_sem3_num38;4.3;48.36833522236489;61.42469659406518;31.44363828588
0317palmer_sem3_num39;6.0;53.92346163586768;65.07024718622839;32.93592795324919
0319palmer_sem3_num40;4.7;43.47277657549528;52.25032100254585;31.453162810119856
0321palmer_sem3_num41;6.0;54.03947376720532;61.55349037851508;29.96955079390358
0323palmer_sem3_num42;4.6;40.770753102642594;49.091906118729035;31.844178456934447
0325palmer_sem3_num43;5.4;47.67588567380884;56.44604453897284;32.48151118769073
0327palmer_sem3_num44;4.6;43.639022700039256;44.84061708509717;33.56687252007013
0329palmer_sem3_num45;5.8;48.28787397748201;64.57122284814142;29.315511275626612
0331palmer_sem3_num46;4.5;52.63899620017543;62.72218897824071;31.34747512670905
0333palmer_sem3_num47;6.0;48.56438154908845;59.19000649741329;30.455973032147842
0335palmer_sem3_num48;4.5;38.09022006027261;42.275701143419155;32.07950379070216
0337palmer_sem3_num49;5.2;42.081491983713185;49.35665779902804;32.428378744884704
0339palmer_sem3_num50;4.9;51.97965972898698;55.895484575424064;33.076519732913965
0341palmer_sem3_num51;5.8;47.94298609251352;64.95192049109116;30.646358321651373
0343palmer_sem3_num52;4.7;47.071425633795755;60.774249635987;30.90129989139989
0345palmer_sem3_num53;5.9;44.51285353156054;57.70925775148756;31.319902693665014
0347palmer_sem3_num54;4.5;49.25439371371181;56.91048218819908;34.19303343176591
0349palmer_sem3_num55;5.6;45.094245293363045;51.52901402411232;31.159978035867358
0351palmer_sem3_num56;4.6;48.322869093466814;59.364950227833134;32.132566991239656
0353palmer_sem3_num57;5.8;42.24143729666745;49.62098323136018;32.09500416179494
0355palmer_sem3_num58;5.3;57.565124192092725;66.160054670142;33.41856104093766
0357palmer_sem3_num59;5.8;39.75879417816712;47.63088607500245;31.133760444447088
0359palmer_sem3_num60;4.9;50.70104111544178;64.51752336969561;30.16836336366323
0361palmer_sem4_num1;6.0;42.76290142892364;51.50048464385778;25.799218546473213
0363palmer_sem4_num2;5.1;39.54882552369932;48.88576336008481;26.36089678815141
0365palmer_sem4_num3;6.2;41.27047138465343;45.54651417527951;27.8609592820378
0367palmer_sem4_num4;5.2;45.5090353634737;54.26663024872686;25.905059153474568
0369palmer_sem4_num5;5.1;41.80501146493128;48.53752841787915;27.008254765579835
0371palmer_sem4_num6;7.0;37.37120103531764;42.79404845384714;26.445413437850604
0373palmer_sem4_num7;6.4;40.31008244095722;46.390769408473844;27.51347265312119
0375palmer_sem4_num8;4.6;38.5768156653546;40.43220144645181;27.06857262813538
0377palmer_sem4_num9;5.8;40.89922010877397;44.17467870738877;26.337742448895177
0379palmer_sem4_num10;6.0;41.96077114937745;42.985372124118435;33.197992071283096
0381palmer_sem4_num11;6.8;40.80239997010878;45.123923378711204;26.02666249275947
0383palmer_sem4_num12;6.3;43.78327410251626;55.038637107382534;27.318603298088327
0385palmer_sem4_num13;6.8;39.32705490382778;42.920324842781184;28.309559635662087
0387palmer_sem4_num14;6.4;45.864130033223155;55.2265588929854;26.871357038278155
0389palmer_sem4_num15;6.0;39.31124379833871;45.12524876664492;26.710851795432305
0391palmer_sem4_num16;5.8;45.24376973062583;46.18071970575478;26.0004461502849
0393palmer_sem4_num17;5.8;43.54927297838978;53.25609259060562;27.99017227819891
0395palmer_sem4_num18;5.4;41.289687540383504;48.102597890886095;26.680982711923622
0397palmer_sem4_num19;5.5;38.26546920785752;37.02263321081138;27.586690441814408
0399palmer_sem4_num20;6.0;41.80942532078843;52.340633639068315;29.98155641931811
0401palmer_sem4_num21;5.8;42.39996333811179;46.769667934122744;26.88062680933953
0403palmer_sem4_num22;6.0;43.97289786846585;58.128306515973776;27.18791946331463
0405palmer_sem4_num23;6.0;40.79594574344948;48.865908105640926;27.67603426465312
0407palmer_sem4_num24;6.2;40.48025549710599;35.37245801273645;29.011436033156794
0409palmer_sem4_num25;6.2;42.537531110852726;41.38645577534604;29.199079854369877
0411palmer_sem4_num26;6.0;47.67885086834943;63.38563103836889;26.246659556195826
0413palmer_sem4_num27;5.4;47.02374101080003;52.1452976280039;28.377796766611727
0415palmer_sem4_num28;6.0;49.01981534248675;57.66430998487375;27.844248656600836
0417palmer_sem4_num29;5.0;44.433996645222656;48.53619396230296;29.50723585161304
0419palmer_sem4_num30;5.4;41.01690376948034;42.99800755385226;28.70115786576317
0421palmer_sem4_num31;5.2;43.714648064556826;52.17510378550281;29.51506255327291
0423palmer_sem4_num32;5.8;43.76285459447743;48.314673216854686;29.69022534533351
0425palmer_sem4_num33;5.0;42.79416838551126;51.21328274574642;27.40428210310639
0427palmer_sem4_num34;6.0;46.60924073686046;44.955700213387786;29.253699696701066
0429palmer_sem4_num35;5.8;42.518526630824134;36.50747868485421;28.923445773745822
0431palmer_sem4_num36;5.2;41.817600570410036;48.63640865237626;27.351648947362037
0433palmer_sem4_num37;5.6;38.85796991387514;43.840698513110226;29.26787117003652
0435palmer_sem4_num38;5.8;48.54078844796195;54.42455939668628;26.57589973108604
0437palmer_sem4_num39;5.8;41.7118938610311;43.02767712979067;29.27525108284204
0439palmer_sem4_num40;5.8;46.71356204165828;49.87217663532013;29.83285898063143
0441palmer_sem4_num41;5.9;42.83224509131567;53.98977974353197;26.723770794081375
0443palmer_sem4_num42;6.0;42.45931089004446;49.14315033147212;28.05767006806277
0445palmer_sem4_num43;5.6;46.27875183070999;46.96589473920634;28.185261093476953
0447palmer_sem4_num44;5.4;42.537592117167065;49.78730418288964;28.76767634435113
0449palmer_sem4_num45;5.8;46.52666816002611;54.160946280126026;26.75868279187018
0451palmer_sem4_num46;6.2;42.43301361047217;47.72565364105341;28.386140852717517
0453palmer_sem4_num47;5.8;39.380277318612855;39.03307346241688;28.37628451368915
0455palmer_sem4_num48;6.0;36.998766919964396;42.792041010010706;27.565791588191495
0457palmer_sem4_num49;6.0;39.25025714747233;43.87795650292023;26.905257410361944
0459palmer_sem4_num50;6.0;45.094956286726635;54.995830958728774;27.918004823849248
0461palmer_sem4_num51;5.4;40.19312307293065;48.78979904874788;27.355407320924286
0463palmer_sem4_num52;5.6;48.13630544105176;51.230850258286104;28.03019160536089
0465palmer_sem4_num53;6.0;43.548200769892894;52.828812463784104;27.25825850134161
0467palmer_sem4_num54;6.0;40.38930462806066;42.793398864690715;27.458610791500195
0469palmer_sem4_num55;5.4;41.77597086580885;47.48189771416442;27.47536466275515
0471palmer_sem4_num56;5.4;45.729284953266585;51.49908675695263;27.525765719650327
0473palmer_sem4_num57;5.6;48.74055031998265;59.0858596442673;27.754473890737767
0475palmer_sem4_num58;6.0;43.67772570406497;49.46800298698614;27.62666302284522
0477palmer_sem4_num59;5.8;45.29756176397417;46.94709115834709;27.531187628482485
0479palmer_sem4_num60;5.6;36.880808534597726;42.343369974469006;27.29020355455428
0481palmer_sem5_num1;5.0;41.449753255077965;45.03447965032933;26.30366889758282
0483palmer_sem5_num2;6.8;41.14026405083405;44.51135088360688;26.564879640106106
0485palmer_sem5_num3;5.0;43.057659839248416;43.2260514948444;29.413746590343337
0487palmer_sem5_num4;5.2;38.78805353632332;40.20825835102259;27.041719427236142
0489palmer_sem5_num5;5.0;39.21451147278839;37.956495248315186;27.540239232702433
0491palmer_sem5_num6;5.2;40.79915736836402;45.09821945657588;26.95630728260119
0493palmer_sem5_num7;5.4;38.24681200620333;38.861165734054936;27.33507014615038
0495palmer_sem5_num8;5.0;40.70215369421645;44.28310136121754;28.685616432495127
0497palmer_sem5_num9;5.2;40.32417888497305;38.52265724997926;28.706453011044868
0499palmer_sem5_num10;5.0;41.565586265428074;44.36809056423664;28.464282239446554
0501palmer_sem5_num11;5.4;37.96402753267017;42.67394959651317;26.864760782352466
0503palmer_sem5_num12;5.2;36.77229193470955;41.56923036317989;27.973739057821067
0505palmer_sem5_num13;5.4;39.24449775958277;40.40519989679088;28.60254984484633
0507palmer_sem5_num14;5.4;39.23720801542545;38.346302621714436;27.882787762702872
0509palmer_sem5_num15;6.0;44.58992359310307;40.95842956674096;31.324120654223552
0511palmer_sem5_num16;5.4;43.49536032514765;51.17455169508251;27.79080294879555
0513palmer_sem5_num17;5.8;43.23096562335733;43.619600270320255;27.708975107406157
0515palmer_sem5_num18;5.8;34.582790417495715;34.55306427143881;26.418110102690267
0517palmer_sem5_num19;5.4;41.72850091513515;40.349577470978815;28.501443231324266
0519palmer_sem5_num20;5.6;37.42712994380377;39.09887321105046;27.46486499831893
0521palmer_sem5_num21;5.2;32.43351770850314;26.753771192430182;27.83019525026287
0523palmer_sem5_num22;6.0;52.7683769686183;60.20867429269085;29.353500916174774
0525palmer_sem5_num23;5.8;38.868809444201844;37.76739126161951;27.92301586400464
0527palmer_sem5_num24;6.0;45.8597407910475;49.30950581688825;29.706603746068645
0529palmer_sem5_num25;5.4;45.59499001082778;49.336819508691825;28.880305596071377
0531palmer_sem5_num26;6.2;42.51226728380375;46.762283619749695;28.8938203060261
0533palmer_sem5_num27;6.0;41.384680750811036;43.53833139300136;27.963942325469368
0535palmer_sem5_num28;6.0;37.42271162697328;32.73814394212273;28.134361567801303
0537palmer_sem5_num29;5.4;46.71510632412238;44.22512078940096;29.67635468383773
0539palmer_sem5_num30;5.6;39.30518721738338;35.799187692586905;27.201423221752826
0541palmer_sem5_num31;5.4;38.56476602776746;42.51114664189201;30.205239651632404
0543palmer_sem5_num32;5.6;39.124877814982156;44.81888799143303;28.40722193207054
0545palmer_sem5_num33;5.6;46.178366480012464;40.90347479566395;29.938325331483803
0547palmer_sem5_num34;5.2;38.94726993810625;36.56229503499644;28.19271199704173
0549palmer_sem5_num35;5.8;36.68200339294751;36.26587283046022;28.542796700325926
0551palmer_sem5_num36;5.8;40.84777319432249;43.26286444802528;28.099715146810713
0553palmer_sem5_num37;5.4;45.96630599542747;53.88422713518792;28.22035491434616
0555palmer_sem5_num38;5.4;41.51225651826583;42.36708951307335;28.857499480125078
0557palmer_sem5_num39;5.8;40.691861969377634;38.72294916040389;31.17469341897411
0559palmer_sem5_num40;6.0;50.6619099888513;51.654753608348635;29.147491195527447
0561palmer_sem5_num41;5.4;37.18599484815453;38.20640753391781;27.660187736179534
0563palmer_sem5_num42;5.4;45.66364090410572;42.40507010203417;27.517758082552085
0565palmer_sem5_num43;5.2;45.00485625272349;53.378704468105276;28.983653260838967
0567palmer_sem5_num44;5.4;41.37372392365603;39.14436765212253;30.04555425529817
0569palmer_sem5_num45;5.0;43.00161707675663;48.86040137294613;28.473158106970512
0571palmer_sem5_num46;5.4;42.270368103139404;42.348216860779935;29.433935208238932
0573palmer_sem5_num47;5.0;41.383155333935754;42.39494190822568;29.485200038321565
0575palmer_sem5_num48;5.6;40.458195180306454;34.1583250917058;29.33619221031227
0577palmer_sem5_num49;5.2;40.715667609819306;42.92096924276254;28.55115123912479
0579palmer_sem5_num50;5.0;39.15709874767778;39.2677471216596;28.06086612842257
0581palmer_sem5_num51;5.6;47.80821960136207;47.14877191738049;29.29297134076233
0583palmer_sem5_num52;5.4;43.087275671879254;36.226062156070796;28.203655788418388
0585palmer_sem5_num53;5.0;40.45770134548076;45.02956059253648;28.07231557138134
0587palmer_sem5_num54;5.2;39.011168720667456;36.50596896458404;28.44097196191936
0589palmer_sem5_num55;5.2;37.26661313893115;33.63858372821065;28.722430811459173
0591palmer_sem5_num56;5.4;37.42857674768528;32.43869476690021;29.159906125899358
0593palmer_sem5_num57;5.0;40.18375291373889;43.32294017883426;28.38008679106688
0595palmer_sem5_num58;5.2;35.61086683887727;29.34372663012525;28.768419204971728
0597palmer_sem5_num59;5.0;41.200599294450015;43.80036428921292;28.727936466598635
0599palmer_sem5_num60;5.0;40.198377144456884;42.717127999676926;27.711637263572594
0601palmer_sem6_num1;5.9;36.673018134736665;37.11987297538556;26.70360533828498
0603palmer_sem6_num2;5.9;29.912620008159923;22.69246036379437;24.498393134339018
0605palmer_sem6_num3;6.0;38.68477888679127;38.80531014461664;25.829852747944003
0607palmer_sem6_num4;6.0;29.27248780874522;25.4979245834294;25.07290129031672
0609palmer_sem6_num5;6.0;35.24411238040869;34.35469054667747;27.23244515920854
0611palmer_sem6_num6;5.8;40.49762545470538;41.488701265443005;27.35806005912565
0613palmer_sem6_num7;6.0;43.21404180259732;41.67324669296215;28.66626277893845
0615palmer_sem6_num8;6.0;34.461019597898456;26.997469730084624;27.85334872188592
0617palmer_sem6_num9;5.8;37.131207898294505;37.1445449031646;29.001123064856767
0619palmer_sem6_num10;5.8;36.439969389770376;38.36612974567254;27.39037550487027
0621palmer_sem6_num11;5.8;36.12592722503911;32.306487423369326;30.040110203828178
0623palmer_sem6_num12;6.0;43.14493821204886;44.83381179146907;27.15578163768761
0625palmer_sem6_num13;6.2;39.8715651977976;38.56635442375822;27.59886325081911
0627palmer_sem6_num14;5.8;38.32754552277228;37.95340808352054;28.121896248747678
0629palmer_sem6_num15;5.8;36.81486856250238;36.52671533591482;24.605963178644718
0631palmer_sem6_num16;5.9;40.0599386891742;38.02769153951064;26.324664042118396
0633palmer_sem6_num17;5.8;33.21130020504796;34.740096439317114;26.185812367675037
0635palmer_sem6_num18;5.9;39.05619300018185;38.16859123890161;27.01841627255973
0637palmer_sem6_num19;5.8;36.49599139601604;30.191258101523623;29.02010958179081
0639palmer_sem6_num20;5.6;37.002228064536574;34.704639424618925;29.42909104999805
0641palmer_sem6_num21;5.8;33.975923678813075;29.90338256044546;29.19461135477012
0643palmer_sem6_num22;5.7;35.98032741386831;27.841605940495416;29.934844967375497
0645palmer_sem6_num23;5.4;35.69281028433578;34.223097794924676;31.5127552851678
0647palmer_sem6_num24;5.5;35.00588621130031;37.32364329009287;26.98618168035977
0649palmer_sem6_num25;5.7;33.347920536992184;32.7202889726964;28.98870301368743
0651palmer_sem6_num26;5.7;38.33936347740773;33.97723913171185;29.51454653887535
0653palmer_sem6_num27;5.8;40.44014938992503;39.430086808085946;29.413502148064946
0655palmer_sem6_num28;5.8;41.29382290176679;40.43069138886939;30.64114651530871
0657palmer_sem6_num29;5.8;48.67567650807045;46.918031856760514;29.89107446995787
0659palmer_sem6_num30;5.8;41.550178470448714;38.280696705565546;27.31057971709681
0661palmer_sem6_num31;6.1;37.54223768300251;30.2050453778272;28.84588387166184
0663palmer_sem6_num32;5.5;39.55344164300379;34.32534828701118;28.08491055842447
0665palmer_sem6_num33;6.4;37.97114449648686;33.267358848643944;30.162566768986515
0667palmer_sem6_num34;5.5;40.22783515954282;42.646851630343754;30.919264810006485
0669palmer_sem6_num35;5.7;34.50982119105675;32.474504230927565;25.62097650065451
0671palmer_sem6_num36;5.4;39.44059487665011;40.51964939592688;29.828076480922928
0673palmer_sem6_num37;5.9;51.30589356162111;46.22612382392765;33.247710104378264
0675palmer_sem6_num38;5.7;42.68686795159752;39.49757285617422;30.779602095419754
0677palmer_sem6_num39;6.1;34.74809272272664;28.55711319138232;27.622793075839915
0679palmer_sem6_num40;6.0;35.736405895821754;34.66635849055215;29.56108031759515
