;area;height;width;diameter
1032palmer_sem9_num36lado2;5780537.0;3541.0;2145.0;2712.933522629105
1033palmer_sem9_num37lado1;5940790.0;3701.0;2193.0;2750.281577396614
1034palmer_sem9_num37lado2;5970232.0;3640.0;2159.0;2757.088223768565
1035palmer_sem9_num38lado1;5405178.0;3470.0;2063.0;2623.3730912572305
1036palmer_sem9_num38lado2;5414630.0;3459.0;2082.0;2625.6658271968568
1037palmer_sem9_num39lado1;6132855.0;3703.0;2262.0;2794.386069985099
1038palmer_sem9_num39lado2;6147793.0;3677.0;2255.0;2797.787189985332
1039palmer_sem9_num40lado1;5570535.0;3675.0;2126.0;2663.1983492281024
1040palmer_sem9_num40lado2;5564416.0;3662.0;2102.0;2661.735241258427
1041palmer_sem9_num41lado1;5333385.0;3451.0;2110.0;2605.8926856832277
1042palmer_sem9_num41lado2;5274529.0;3423.0;2071.0;2591.4742720413824
1043palmer_sem9_num42lado1;6280190.0;3657.0;2294.0;2827.7528633970687
1044palmer_sem9_num42lado2;6273531.0;3599.0;2286.0;2826.2533068219363
1045palmer_sem9_num43lado1;5559947.0;3553.0;2124.0;2660.666154749903
1046palmer_sem9_num43lado2;5654620.0;3532.0;2132.0;2683.223023613644
1047palmer_sem9_num44lado1;5341187.0;3633.0;2038.0;2607.798018295391
1048palmer_sem9_num44lado2;5184734.0;3549.0;1971.0;2569.320602364158
1049palmer_sem9_num45lado1;5498559.0;3544.0;2137.0;2645.9370283246412
1050palmer_sem9_num45lado2;5484530.0;3521.0;2103.0;2642.5594563389377
1051palmer_sem9_num46lado1;5164045.0;3408.0;2037.0;2564.189210021736
1052palmer_sem9_num46lado2;5131247.0;3359.0;2002.0;2556.0333711052504
1053palmer_sem9_num47lado1;5691861.0;3631.0;2173.0;2692.044299103532
1054palmer_sem9_num47lado2;5708328.0;3598.0;2115.0;2695.9356342314595
1055palmer_sem9_num48lado1;5242417.0;3466.0;2013.0;2583.573616987114
1056palmer_sem9_num48lado2;5229391.0;3427.0;2023.0;2580.36187696264
1057palmer_sem9_num49lado1;5372937.0;3458.0;2135.0;2615.5373940685135
1058palmer_sem9_num49lado2;5467705.0;3402.0;2150.0;2638.503027276295
1059palmer_sem9_num50lado1;5656150.0;3446.0;2193.0;2683.58600587978
1060palmer_sem9_num50lado2;5665709.0;3420.0;2165.0;2685.8527040331
1061palmer_sem9_num51lado1;5353981.0;3588.0;2043.0;2610.919441683468
1062palmer_sem9_num51lado2;5437443.0;3616.0;2052.0;2631.1912605972598
1063palmer_sem9_num52lado1;5449189.0;3567.0;2145.0;2634.0316857501653
1064palmer_sem9_num52lado2;5434592.0;3571.0;2129.0;2630.501367401537
1065palmer_sem9_num53lado1;5621949.0;3550.0;2211.0;2675.460294096009
1066palmer_sem9_num53lado2;5607802.0;3459.0;2146.0;2672.091926832783
1067palmer_sem9_num54lado1;5392916.0;3394.0;2118.0;2620.3957549643096
1068palmer_sem9_num54lado2;5371861.0;3423.0;2126.0;2615.2754833899576
1069palmer_sem9_num55lado1;5610383.0;3641.0;2071.0;2672.70677342463
1070palmer_sem9_num55lado2;5548242.0;3628.0;2051.0;2657.864014234082
1071palmer_sem9_num56lado1;5355402.0;3419.0;2042.0;2611.265900737376
1072palmer_sem9_num56lado2;5376476.0;3476.0;2060.0;2616.398642126144
1073palmer_sem9_num57lado1;4957866.0;3301.0;2106.0;2512.4790643302767
1074palmer_sem9_num57lado2;4812171.0;3212.0;2025.0;2475.2871375312707
1075palmer_sem9_num58lado1;5777820.0;3505.0;2142.0;2712.295873676343
1076palmer_sem9_num58lado2;5798497.0;3471.0;2139.0;2717.1447661889874
1077palmer_sem9_num59lado1;5841806.0;3613.0;2135.0;2727.2730724793846
1078palmer_sem9_num59lado2;5718597.0;3532.0;2123.0;2698.3594721244735
1079palmer_sem9_num60lado1;5508264.0;3679.0;2093.0;2648.2710487488034
1080palmer_sem9_num60lado2;5531983.0;3722.0;2096.0;2653.966751186356
1081palmer_sem10_num1lado1;5402370.0;3470.0;2094.0;2622.691579139816
1082palmer_sem10_num1lado2;5339140.0;3511.0;2064.0;2607.2982535332044
1083palmer_sem10_num2lado1;5722603.0;3546.0;2095.0;2699.304436039047
1084palmer_sem10_num2lado2;5790349.0;3654.0;2138.0;2715.235040400316
1085palmer_sem10_num3lado1;5665874.0;3397.0;2112.0;2685.8918132134054
1086palmer_sem10_num3lado2;5559539.0;3425.0;2106.0;2660.5685304643785
1087palmer_sem10_num4lado1;5670580.0;3607.0;2089.0;2687.0070147999836
1088palmer_sem10_num4lado2;5691196.0;3647.0;2108.0;2691.887034041098
1089palmer_sem10_num5lado1;5154850.0;3327.0;2078.0;2561.9053197138364
1090palmer_sem10_num5lado2;5085613.0;3311.0;2090.0;2544.642132170892
1091palmer_sem10_num6lado1;5451678.0;3505.0;2076.0;2634.633184100341
1092palmer_sem10_num6lado2;5443724.0;3571.0;2125.0;2632.7105172091897
1093palmer_sem10_num7lado1;6056559.0;3681.0;2239.0;2776.9498417907466
1094palmer_sem10_num7lado2;6010176.0;3697.0;2251.0;2766.2960351376355
1095palmer_sem10_num8lado1;6359852.0;3739.0;2256.0;2845.6308729459297
1096palmer_sem10_num8lado2;6394086.0;3824.0;2246.0;2853.2793672610255
1097palmer_sem10_num9lado1;5924357.0;3479.0;2202.0;2746.475124505695
1098palmer_sem10_num9lado2;5892731.0;3555.0;2203.0;2739.134559616738
1099palmer_sem10_num10lado1;5194736.0;3269.0;2048.0;2571.7976786013633
1100palmer_sem10_num10lado2;5153067.0;3254.0;2049.0;2561.462215428873
1101palmer_sem10_num11lado1;5435967.0;3358.0;2142.0;2630.834116449642
1102palmer_sem10_num11lado2;5443606.0;3397.0;2145.0;2632.6819832933866
1103palmer_sem10_num12lado1;5611542.0;3512.0;2168.0;2672.9828247376086
1104palmer_sem10_num12lado2;5531530.0;3526.0;2140.0;2653.8580856724225
1105palmer_sem10_num13lado1;5930391.0;3745.0;2172.0;2747.873420836831
1106palmer_sem10_num13lado2;5931662.0;3822.0;2128.0;2748.1678668529084
1107palmer_sem10_num14lado1;5268452.0;3368.0;2039.0;2589.9809701885956
1108palmer_sem10_num14lado2;5227569.0;3422.0;2065.0;2579.912318981335
1109palmer_sem10_num15lado1;5085720.0;3259.0;2067.0;2544.6689013407054
1110palmer_sem10_num15lado2;4968684.0;3234.0;2053.0;2515.218669239891
1111palmer_sem10_num16lado1;5239743.0;3443.0;2073.0;2582.914631157843
1112palmer_sem10_num16lado2;5183358.0;3432.0;2068.0;2568.9796379339723
1113palmer_sem10_num17lado1;5349468.0;3439.0;2109.0;2609.8188061425494
1114palmer_sem10_num17lado2;5401105.0;3477.0;2102.0;2622.3845010346618
1115palmer_sem10_num18lado1;5571845.0;3314.0;2170.0;2663.511477567704
1116palmer_sem10_num18lado2;5485991.0;3363.0;2171.0;2642.911402839906
1117palmer_sem10_num19lado1;5516481.0;3406.0;2126.0;2650.245603143259
1118palmer_sem10_num19lado2;5454617.0;3387.0;2113.0;2635.3432538826282
1119palmer_sem10_num20lado1;5735954.0;3514.0;2196.0;2702.451379688788
1120palmer_sem10_num20lado2;5601909.0;3509.0;2132.0;2670.687564056831
1121palmer_sem10_num21lado1;5163215.0;3324.0;2075.0;2563.983134884035
1122palmer_sem10_num21lado2;5050075.0;3294.0;2037.0;2535.7356317010704
1123palmer_sem10_num22lado1;5200345.0;3251.0;2085.0;2573.1857492738027
1124palmer_sem10_num22lado2;5254944.0;3262.0;2079.0;2586.658560028512
1125palmer_sem10_num23lado1;5306628.0;3349.0;2120.0;2599.3477294888553
1126palmer_sem10_num23lado2;5320617.0;3308.0;2127.0;2602.7715932809333
1127palmer_sem10_num24lado1;5472588.0;3372.0;2101.0;2639.68093784895
1128palmer_sem10_num24lado2;5532099.0;3366.0;2107.0;2653.994576518545
1129palmer_sem10_num25lado1;5305388.0;3338.0;2089.0;2599.0440168960963
1130palmer_sem10_num25lado2;5282779.0;3305.0;2079.0;2593.5001694421535
1131palmer_sem10_num26lado1;5456768.0;3470.0;2099.0;2635.8628196561
1132palmer_sem10_num26lado2;5445983.0;3465.0;2109.0;2633.2567128093374
1133palmer_sem10_num27lado1;5177993.0;3334.0;2052.0;2567.6497911440065
1134palmer_sem10_num27lado2;5179808.0;3306.0;2045.0;2568.0997604718464
1135palmer_sem10_num28lado1;5944670.0;3681.0;2245.0;2751.1795514652945
1136palmer_sem10_num28lado2;5945060.0;3676.0;2206.0;2751.2697955350045
1137palmer_sem10_num29lado1;5423382.0;3404.0;2187.0;2627.78698311048
1138palmer_sem10_num29lado2;5367627.0;3327.0;2179.0;2614.2446247029307
1139palmer_sem10_num30lado1;5224167.0;3513.0;2043.0;2579.072704035398
1140palmer_sem10_num30lado2;5261497.0;3526.0;2026.0;2588.2708600348274
1141palmer_sem10_num31lado1;5137372.0;3250.0;2005.0;2557.558442424175
1142palmer_sem10_num31lado2;5176616.0;3350.0;2043.0;2567.308356841608
1143palmer_sem10_num32lado1;5427812.0;3503.0;2048.0;2628.8599962318367
1144palmer_sem10_num32lado2;5457743.0;3571.0;2070.0;2636.0982934256303
1145palmer_sem10_num33lado1;5790406.0;3587.0;2093.0;2715.248404708445
1146palmer_sem10_num33lado2;5817856.0;3603.0;2107.0;2721.6767487662332
1147palmer_sem10_num34lado1;5477820.0;3453.0;2008.0;2640.9424535459248
1148palmer_sem10_num34lado2;5442499.0;3491.0;2050.0;2632.4142814119473
1149palmer_sem10_num35lado1;5915149.0;3683.0;2166.0;2744.3399242441983
1150palmer_sem10_num35lado2;5887176.0;3666.0;2224.0;2737.8431821446197
1151palmer_sem10_num36lado1;5336940.0;3494.0;2012.0;2606.761027765852
1152palmer_sem10_num36lado2;5252897.0;3538.0;1987.0;2586.1547101480032
1153palmer_sem10_num37lado1;5311883.0;3398.0;1987.0;2600.6344404022743
1154palmer_sem10_num37lado2;5303054.0;3485.0;2020.0;2598.4722551272284
1155palmer_sem10_num38lado1;5769292.0;3472.0;2142.0;2710.2934747964505
1156palmer_sem10_num38lado2;5712176.0;3505.0;2156.0;2696.8441500552312
1157palmer_sem10_num39lado1;5330404.0;3621.0;2021.0;2605.1643253765183
1158palmer_sem10_num39lado2;5323707.0;3634.0;2038.0;2603.5272760206294
1159palmer_sem10_num40lado1;5215331.0;3324.0;2056.0;2576.8906977369415
1160palmer_sem10_num40lado2;5220414.0;3361.0;2068.0;2578.1461449438953
1161palmer_sem10_num41lado1;5377201.0;3371.0;1965.0;2616.5750425297306
1162palmer_sem10_num41lado2;5428265.0;3508.0;2055.0;2628.9696950139646
1163palmer_sem10_num42lado1;5412548.0;3572.0;2046.0;2625.1609762788294
1164palmer_sem10_num42lado2;5539255.0;3611.0;2093.0;2655.710547927235
1165palmer_sem10_num43lado1;5724937.0;3425.0;2232.0;2699.854844156902
1166palmer_sem10_num43lado2;5741671.0;3457.0;2247.0;2703.7978049512294
1167palmer_sem10_num44lado1;5965987.0;3563.0;2118.0;2756.107866498679
1168palmer_sem10_num44lado2;5971672.0;3579.0;2130.0;2757.4207039528296
1169palmer_sem10_num45lado1;5768382.0;3458.0;2213.0;2710.0797168235677
1170palmer_sem10_num45lado2;5644694.0;3497.0;2129.0;2680.866952821289
1171palmer_sem10_num46lado1;5453815.0;3370.0;2135.0;2635.1495076503347
1172palmer_sem10_num46lado2;5403959.0;3408.0;2121.0;2623.0772571404536
1173palmer_sem10_num47lado1;5353552.0;3402.0;2085.0;2610.8148366354935
1174palmer_sem10_num47lado2;5300408.0;3379.0;2067.0;2597.823910281568
1175palmer_sem10_num48lado1;5701796.0;3487.0;2185.0;2694.3927225281714
1176palmer_sem10_num48lado2;5726742.0;3543.0;2196.0;2700.280425603188
1177palmer_sem10_num49lado1;5610310.0;3627.0;2120.0;2672.6893852865
1178palmer_sem10_num49lado2;5667497.0;3665.0;2120.0;2686.276474986873
1179palmer_sem10_num50lado1;5439792.0;3367.0;2135.0;2631.7595424988926
1180palmer_sem10_num50lado2;5377585.0;3357.0;2153.0;2616.668469098567
1181palmer_sem10_num51lado1;5280609.0;3411.0;2159.0;2592.9674504483087
1182palmer_sem10_num51lado2;5292025.0;3327.0;2132.0;2595.768768925133
1183palmer_sem10_num52lado1;5407043.0;3484.0;2091.0;2623.8256359147513
1184palmer_sem10_num52lado2;5491722.0;3466.0;2100.0;2644.291515527756
1185palmer_sem10_num53lado1;5305224.0;3312.0;2111.0;2599.003845799013
1186palmer_sem10_num53lado2;5371439.0;3317.0;2103.0;2615.172756613356
1187palmer_sem10_num54lado1;5496438.0;3480.0;2076.0;2645.4266606324672
1188palmer_sem10_num54lado2;5452614.0;3405.0;2061.0;2634.8593448183483
1189palmer_sem10_num55lado1;5596751.0;3598.0;2177.0;2669.4577530345123
1190palmer_sem10_num55lado2;5667281.0;3537.0;2166.0;2686.2252847306454
1191palmer_sem10_num56lado1;5518413.0;3429.0;2147.0;2650.709651353879
1192palmer_sem10_num56lado2;5466292.0;3384.0;2137.0;2638.16207566356
1193palmer_sem10_num57lado1;5950791.0;3586.0;2221.0;2752.595579385774
1194palmer_sem10_num57lado2;5945389.0;3543.0;2200.0;2751.345922204884
1195palmer_sem10_num58lado1;5753426.0;3704.0;2151.0;2706.5641505250615
1196palmer_sem10_num58lado2;5769042.0;3688.0;2130.0;2710.234751758237
1197palmer_sem10_num59lado1;5613100.0;3596.0;2157.0;2673.3538651949807
1198palmer_sem10_num59lado2;5673626.0;3540.0;2120.0;2687.7285921829202
1199palmer_sem10_num60lado1;5751032.0;3589.0;2168.0;2706.000991396225
1200palmer_sem10_num60lado2;5643633.0;3535.0;2122.0;2680.614987567655
1201palmer_sem11_num1lado1;5121664.0;3434.0;2021.0;2553.6454608356407
1202palmer_sem11_num1lado2;5132597.0;3443.0;2017.0;2556.3695874401774
1203palmer_sem11_num2lado1;4780356.0;3212.0;1941.0;2467.0910597527613
1204palmer_sem11_num2lado2;4831318.0;3235.0;1946.0;2480.206670983448
1205palmer_sem11_num3lado1;5186667.0;3195.0;2077.0;2569.7995115909125
1206palmer_sem11_num3lado2;5062280.0;3155.0;2080.0;2538.79796016184
1207palmer_sem11_num4lado1;5226741.0;3398.0;2082.0;2579.707993414877
1208palmer_sem11_num4lado2;5258272.0;3397.0;2099.0;2587.4775066411016
1209palmer_sem11_num5lado1;5255073.0;3366.0;1993.0;2586.6903088831577
1210palmer_sem11_num5lado2;5260052.0;3399.0;1998.0;2587.915418587571
1211palmer_sem11_num6lado1;5254599.0;3278.0;2069.0;2586.5736483861892
1212palmer_sem11_num6lado2;5246082.0;3329.0;2071.0;2584.4765538350957
1213palmer_sem11_num7lado1;4717091.0;3112.0;1946.0;2450.7114879794262
1214palmer_sem11_num7lado2;4756291.0;3159.0;1958.0;2460.8733789994058
1215palmer_sem11_num8lado1;5494756.0;3611.0;2017.0;2645.021857730254
1216palmer_sem11_num8lado2;5491023.0;3624.0;2040.0;2644.123224180429
1217palmer_sem11_num9lado1;4952563.0;3188.0;1967.0;2511.135014170328
1218palmer_sem11_num9lado2;4903142.0;3279.0;1987.0;2498.5744511324565
1219palmer_sem11_num10lado1;5156437.0;3342.0;2012.0;2562.299650379625
1220palmer_sem11_num10lado2;5190779.0;3370.0;2031.0;2570.817980873178
1221palmer_sem11_num11lado1;5561153.0;3503.0;2095.0;2660.954699712602
1222palmer_sem11_num11lado2;5546819.0;3447.0;2129.0;2657.523151035255
1223palmer_sem11_num12lado1;5142929.0;3343.0;1982.0;2558.9413003359937
1224palmer_sem11_num12lado2;5117300.0;3412.0;1988.0;2552.5572906936386
1225palmer_sem11_num13lado1;5080807.0;3151.0;2059.0;2543.4394806181704
1226palmer_sem11_num13lado2;5067865.0;3154.0;2054.0;2540.1980484559203
1227palmer_sem11_num14lado1;5430937.0;3420.0;2070.0;2629.6166552114305
1228palmer_sem11_num14lado2;5433067.0;3449.0;2083.0;2630.1322692206254
1229palmer_sem11_num15lado1;5165246.0;3432.0;2010.0;2564.4873689463006
1230palmer_sem11_num15lado2;5136336.0;3492.0;1995.0;2557.3005514109655
1231palmer_sem11_num16lado1;5427837.0;3453.0;2079.0;2628.8660503678525
1232palmer_sem11_num16lado2;5608066.0;3540.0;2117.0;2672.1548234869824
1233palmer_sem11_num17lado1;5003517.0;3407.0;1979.0;2524.0197517362353
1234palmer_sem11_num1lado2;4984953.0;3494.0;1950.0;2519.333103868201
1235palmer_sem11_num18lado1;5424905.0;3369.0;2136.0;2628.155926202155
1236palmer_sem11_num18lado2;5276441.0;3478.0;2023.0;2591.943930076796
1237palmer_sem11_num19lado1;5078463.0;3431.0;1961.0;2542.8527126191107
1238palmer_sem11_num19lado2;5145190.0;3509.0;1939.0;2559.5037357222027
1239palmer_sem11_num20lado1;5090399.0;3334.0;2025.0;2545.8392143417714
1240palmer_sem11_num20lado2;5025650.0;3372.0;1983.0;2529.596078032671
1241palmer_sem11_num21lado1;5364267.0;3378.0;2091.0;2613.4262708019633
1242palmer_sem11_num21lado2;5187931.0;3302.0;2087.0;2570.11262487803
1243palmer_sem11_num22lado1;5197922.0;3279.0;2129.0;2572.5862164073114
1244palmer_sem11_num22lado2;5136915.0;3312.0;2043.0;2557.4446848257007
1245palmer_sem11_num23lado1;5113883.0;3436.0;2024.0;2551.704932539985
1246palmer_sem11_num23lado2;5140778.0;3458.0;2035.0;2558.4061132479615
1247palmer_sem11_num24lado1;4949079.0;3290.0;1988.0;2510.251599505188
1248palmer_sem11_num24lado2;4905628.0;3343.0;1980.0;2499.2077867516473
1249palmer_sem11_num25lado1;4997925.0;3363.0;1934.0;2522.6089176922546
1250palmer_sem11_num25lado2;5012942.0;3397.0;1944.0;2526.3958497954704
1251palmer_sem11_num26lado1;5249789.0;3405.0;1996.0;2585.3895173291908
1252palmer_sem11_num26lado2;5123351.0;3378.0;1968.0;2554.0659926396656
1253palmer_sem11_num27lado1;5403836.0;3495.0;2030.0;2623.0474049211316
1254palmer_sem11_num27lado2;5417836.0;3477.0;2056.0;2626.4430399477114
1255palmer_sem11_num28lado1;5580573.0;3503.0;2145.0;2665.596786065241
1256palmer_sem11_num28lado2;5654265.0;3510.0;2075.0;2683.1387952195028
1257palmer_sem11_num29lado1;5025098.0;3212.0;2032.0;2529.4571531792303
1258palmer_sem11_num29lado2;5015976.0;3326.0;2002.0;2527.1602637431806
1259palmer_sem11_num30lado1;5427820.0;3435.0;2099.0;2628.8619335568787
1260palmer_sem11_num30lado2;5409344.0;3507.0;2111.0;2624.3838690016146
1261palmer_sem12_num1lado1;5037160.0;3332.0;2012.0;2532.491126373037
1262palmer_sem12_num1lado2;5061747.0;3249.0;1990.0;2538.6643034959498
1263palmer_sem12_num2lado1;5139953.0;3296.0;2094.0;2558.200816527142
1264palmer_sem12_num2lado2;5074804.0;3250.0;2029.0;2541.9364930265633
1265palmer_sem12_num3lado1;5140523.0;3426.0;2031.0;2558.342659656957
1266palmer_sem12_num3lado2;5106016.0;3398.0;1979.0;2549.741454981359
1267palmer_sem12_num4lado1;4814878.0;3338.0;1940.0;2475.983253714643
1268palmer_sem12_num4lado2;4754854.0;3275.0;1909.0;2460.501603787766
1269palmer_sem12_num5lado1;5090081.0;3472.0;2020.0;2545.7596931181665
1270palmer_sem12_num5lado2;4980408.0;3400.0;2001.0;2518.184348794854
1271palmer_sem12_num6lado1;4668714.0;3249.0;1947.0;2438.1122385687418
1272palmer_sem12_num6lado2;4664186.0;3279.0;1890.0;2436.929637720408
1273palmer_sem12_num7lado1;4632475.0;3221.0;1950.0;2428.631375898167
1274palmer_sem12_num7lado2;4571560.0;3152.0;1906.0;2412.610820901183
1275palmer_sem12_num8lado1;4939424.0;3263.0;1999.0;2507.8018193258285
1276palmer_sem12_num8lado2;4986695.0;3262.0;1976.0;2519.7732579605477
1277palmer_sem12_num9lado1;4574406.0;3165.0;1998.0;2413.3616829795315
1278palmer_sem12_num9lado2;4622330.0;3118.0;1943.0;2425.970598506026
1279palmer_sem12_num10lado1;4811272.0;3418.0;1929.0;2475.0559126769313
1280palmer_sem12_num10lado2;4864758.0;3344.0;1916.0;2488.7752532454074
1281palmer_sem12_num11lado1;5367666.0;3524.0;2057.0;2614.2541219495884
1282palmer_sem12_num11lado2;5428385.0;3529.0;2012.0;2628.9987535271266
1283palmer_sem12_num12lado1;4699913.0;3279.0;1977.0;2446.2450998243967
1284palmer_sem12_num12lado2;4641549.0;3238.0;1941.0;2431.0087897056133
1285palmer_sem12_num13lado1;4610687.0;3292.0;1907.0;2422.9133324979525
1286palmer_sem12_num13lado2;4585056.0;3283.0;1896.0;2416.169409214765
1287palmer_sem12_num14lado1;4620785.0;3251.0;1928.0;2425.565127907117
1288palmer_sem12_num14lado2;4545343.0;3171.0;1883.0;2405.6829491820317
1289palmer_sem12_num15lado1;4984560.0;3262.0;2078.0;2519.233793260384
1290palmer_sem12_num15lado2;4980314.0;3231.0;2026.0;2518.1605846327907
1291palmer_sem12_num16lado1;4581635.0;3290.0;1914.0;2415.267865381123
1292palmer_sem12_num16lado2;4662319.0;3277.0;1873.0;2436.441856677499
1293palmer_sem12_num17lado1;4892910.0;3403.0;2067.0;2495.9660456084184
1294palmer_sem12_num1lado2;4790357.0;3350.0;2013.0;2469.670416431897
1295palmer_sem12_num18lado1;4464308.0;3233.0;1868.0;2384.1420858408474
1296palmer_sem12_num18lado2;4508548.0;3167.0;1895.0;2395.926042877081
1297palmer_sem12_num19lado1;4629973.0;3261.0;1926.0;2427.9754353485737
1298palmer_sem12_num19lado2;4587222.0;3188.0;1874.0;2416.7400461942784
1299palmer_sem12_num20lado1;5064718.0;3268.0;2120.0;2539.4092306148655
1300palmer_sem12_num20lado2;5071604.0;3263.0;2073.0;2541.1349369990235
1301palmer_sem12_num21lado1;4979699.0;3358.0;2010.0;2518.005100804632
1302palmer_sem12_num21lado2;4906417.0;3295.0;1968.0;2499.408759559121
1303palmer_sem12_num22lado1;5058787.0;3361.0;1992.0;2537.9219170006313
1304palmer_sem12_num22lado2;5028542.0;3303.0;1986.0;2530.323798797625
1305palmer_sem12_num23lado1;5042810.0;3385.0;2040.0;2533.911030124366
1306palmer_sem12_num23lado2;5100308.0;3379.0;2006.0;2548.3158822895384
1307palmer_sem12_num24lado1;5049303.0;3276.0;2026.0;2535.541806586886
1308palmer_sem12_num24lado2;5059788.0;3204.0;1969.0;2538.1729983546115
1309palmer_sem12_num25lado1;4886574.0;3470.0;1953.0;2494.3494653064718
1310palmer_sem12_num25lado2;4793753.0;3405.0;1848.0;2470.545665899099
1311palmer_sem12_num26lado1;4673736.0;3417.0;1941.0;2439.423189373328
1312palmer_sem12_num26lado2;4763250.0;3396.0;1933.0;2462.672991174379
1313palmer_sem12_num27lado1;4774648.0;3403.0;1916.0;2465.6177006565017
1314palmer_sem12_num27lado2;4792776.0;3342.0;1843.0;2470.2938959276917
1315palmer_sem12_num28lado1;4710714.0;3158.0;1980.0;2449.0543784770393
1316palmer_sem12_num28lado2;4710559.0;3090.0;1942.0;2449.0140866495894
1317palmer_sem12_num29lado1;4827647.0;3261.0;1989.0;2479.264219163031
1318palmer_sem12_num29lado2;4800612.0;3185.0;1967.0;2472.312487799663
1319palmer_sem12_num30lado1;4729400.0;3288.0;2000.0;2453.906905909529
1320palmer_sem12_num30lado2;4838348.0;3281.0;1982.0;2482.010476365941
